bond_id,bond_nm,bond_py,price,increase_rt,stock_id,stock_nm,stock_py,sprice,sincrease_rt,pb,convert_price,convert_value,convert_dt,premium_rt,dblow,sw_cd,market_cd,btype,list_dt,qflag2,owned,hold,bond_value,rating_cd,option_value,put_convert_price,force_redeem_price,convert_amt_ratio,fund_rt,maturity_dt,year_left,curr_iss_amt,volume,svolume,turnover_rt,ytm_rt,put_ytm_rt,noted,bond_nm_tip,redeem_icon,last_time,qstatus,margin_flg,sqflag,pb_flag,adj_cnt,adj_scnt,convert_price_valid,convert_price_tips,convert_cd_tip,ref_yield_info,adjusted,orig_iss_amt,price_tips,redeem_dt,real_force_redeem_price,option_tip,notes,volatility_rate
127021,特发转2,tfz2,106.333,-1.91,000070,特发信息,tfxx,7.86,-1.5,3.72,7.33,107.23,0,-0.84,105.49,730205,szmb,C,2020-09-04,N,0,0,buy,AA,,5.13,9.53,2.5,buy,2025-08-06,,1.632,15824.43,20945.52,90.2,,,0,"最后交易日：2023年5月5日
最后转股日：2023年5月10日
赎回价：100.76元/张",R,15:34:06,00,R,Y,N,1,1,Y,转股价下修1次，成功下修1次,2021-02-18 开始转股,强赎登记日2023-05-05，赎回价格100.760元，如不考虑强赎纯债价值为105.04元，计算使用2.3年期 评级为AA 债参考YTM：3.1326,N,5.5,全价：106.333 最后更新：15:34:06,2023-05-05,100.760,如不考虑强赎期权价值为38.06元,,buy
110057,现代转债,xdzz,139.039,-3.82,600420,国药现代,gyxd,13.28,-4.32,1.49,9.51,139.64,0,-0.43,138.61,370102,shmb,C,2019-04-30,N,0,0,buy,AAA,,6.66,12.36,6.4,buy,2025-03-31,1.907,8.775,32449.76,32391.81,26.39,-12.59,,0,,,14:59:58,00,R,Y,N,0,0,Y,,2019-10-08 开始转股,计算使用2.0年期 评级为AAA 债参考YTM：2.8399,N,16.16,全价：139.039 最后更新：14:59:58,,,,,buy
113044,大秦转债,dqzz,117.869,-0.11,601006,大秦铁路,dqtl,7.92,-0.5,0.89,6.7,118.21,0,-0.29,117.58,420903,shmb,C,2021-01-15,N,0,0,buy,AAA,,4.69,8.04,26.8,buy,2026-12-13,3.611,315.744,70836.39,63184.47,1.9,-1.09,,0,,,14:59:54,00,R,Y,N,0,0,Y,,2021-06-18 开始转股,计算使用3.7年期 评级为AAA 债参考YTM：3.0849,N,320.0,全价：117.869 最后更新：14:59:54,,,,,buy
110083,苏租转债,szzz,129.495,-0.52,600901,江苏金租,jsjz,6.58,0.0,1.18,5.07,129.78,0,-0.22,129.28,490305,shmb,C,2021-12-10,N,0,0,buy,AAA,,,6.59,25.6,buy,2027-11-11,4.523,49.979,12295.42,25639.99,1.89,-3.53,,0,,,14:59:54,00,R,Y,N,0,0,Y,,2022-05-17 开始转股,计算使用4.6年期 评级为AAA 债参考YTM：3.1541,N,50.0,全价：129.495 最后更新：14:59:54,,,,,buy
127069,小熊转债,xxzz,153.285,-2.57,002959,小熊电器,xxdq,84.69,-1.82,5.22,55.23,153.34,0,-0.04,153.25,330301,szmb,C,2022-09-07,N,0,0,buy,AA-,,38.66,71.8,3.8,buy,2028-08-12,5.277,5.08,12102.29,18675.81,15.49,-4.45,,0,,,15:34:48,00,,Y,N,0,0,Y,,2023-02-20 开始转股,计算使用5.3年期 评级为AA- 债参考YTM：6.3611,N,5.36,全价：153.285 最后更新：15:34:48,,,,,buy
110053,苏银转债,syzz,128.949,-0.64,600919,江苏银行,jsyh,7.7,-0.65,0.53,5.97,128.98,0,-0.02,128.93,480401,shmb,C,2019-04-03,N,0,0,buy,AAA,,,7.76,16.0,buy,2025-03-13,1.858,181.26,140091.44,167230.29,5.96,-6.29,,0,,,14:59:54,00,R,Y,N,0,0,Y,,2019-09-20 开始转股,计算使用1.9年期 评级为AAA 债参考YTM：2.8252,N,200.0,全价：128.949 最后更新：14:59:54,,,,,buy
128114,正邦转债,zbzz,70.006,-12.67,002157,*ST正邦,zbkj,2.52,-4.91,109.57,3.62,69.61,0,0.56,70.57,110702,szmb,C,2020-07-15,N,0,0,buy,CCC,,2.53,4.71,19.4,buy,2026-06-16,3.118,11.897,36016.66,866.12,42.4,17.52,,0,,,15:34:30,00,,Y,N,3,3,Y,转股价下修3次，成功下修3次,2020-12-23 开始转股,计算使用3.2年期 评级为CCC 债参考YTM：45.8216,N,16.0,全价：70.006 最后更新：15:34:30,,,,,buy
123118,惠城转债,hczz,218.1,-0.56,300779,惠城环保,hchb,36.96,0.0,4.68,17.06,216.65,0,0.67,218.77,760103,szcy,C,2021-07-26,N,0,0,buy,A+,,11.94,22.18,5.4,buy,2027-07-06,4.173,1.881,33786.03,6132.64,82.29,-13.39,,0,本次（2023年3月13日至2023年3月31日）不提前赎回，自2023年6月30日后首个交易日重新计算,G,15:34:39,00,,Y,N,0,0,Y,,2022-01-13 开始转股,计算使用4.2年期 评级为A+ 债参考YTM：8.5963,N,3.2,全价：218.100 最后更新：15:34:39,,,,,buy
110068,龙净转债,ljzz,157.858,-4.58,600388,ST龙净,ljhb,16.15,-2.48,2.28,10.3,156.8,0,0.68,158.54,760201,shmb,C,2020-04-15,N,0,0,buy,AA+,,7.21,13.39,10.8,buy,2026-03-23,2.885,18.76,19168.31,10560.84,6.44,-11.0,,0,本次（2023年2月17日至2023年3月9日）不提前赎回，以2023年6月9日之后的首个交易日重新起算,G,14:59:59,00,,Y,N,0,0,Y,,2020-09-30 开始转股,计算使用2.9年期 评级为AA+ 债参考YTM：3.0795,N,20.0,全价：157.858 最后更新：14:59:59,,,,,buy
127058,科伦转债,klzz,190.47,-1.92,002422,科伦药业,klyy,31.49,-1.41,2.8,16.65,189.13,0,0.71,191.18,370102,szmb,C,2022-04-20,N,0,0,buy,AA+,,11.66,21.65,5.7,buy,2028-03-18,4.874,20.904,17962.12,28429.74,4.52,-10.4,,0,本次（2022年9月29日至2022年10月28日）不提前赎回，至2023年10月28日均不行使提前赎回权利,G,15:34:39,00,R,Y,N,0,0,N,2023-04-28 起暂停转股：权益分派,2022-09-26 开始转股;2023-04-28 起暂停转股：权益分派,计算使用4.9年期 评级为AA+ 债参考YTM：3.4050,N,30.0,全价：190.470 最后更新：15:34:39,,,,,buy
